game_id,season,week,season_type,home_team,home_conference,away_team,away_conference,pre_game_spread,predicted_spread,regression_spread_pred,classification_spread_pred,classification_confidence,actual_spread,start_date,spread_result,regression_spread_result,classification_spread_result
401117871,2019,5,regular,Memphis,American Athletic,Navy,American Athletic,-10.5,-28.0,1,0,0.6278775,-12.0,2019-09-27 00:00:00+00:00,1,Won,Lost
401112465,2019,5,regular,Virginia Tech,ACC,Duke,ACC,-2.5,-7.5,1,0,0.53612417,35.0,2019-09-27 23:00:00+00:00,0,Lost,Won
401112204,2019,5,regular,Maryland,Big Ten,Penn State,Big Ten,6.5,4.5,1,1,0.48619485,59.0,2019-09-28 00:00:00+00:00,0,Lost,Lost
401117512,2019,5,regular,Air Force,Mountain West,San José State,Mountain West,-19.5,-11.0,0,0,0.73947585,-17.0,2019-09-28 00:00:00+00:00,0,Won,Won
401114156,2019,5,regular,California,Pac-12,Arizona State,Pac-12,-4.0,0.0,0,0,0.5559442,7.0,2019-09-28 02:30:00+00:00,0,Won,Won
401112225,2019,5,regular,Michigan,Big Ten,Rutgers,Big Ten,-27.5,-18.0,0,0,0.5901551,-52.0,2019-09-28 16:00:00+00:00,1,Lost,Lost
401110807,2019,5,regular,Arkansas,SEC,Texas A&M,SEC,23.0,-0.5,1,1,0.46797282,4.0,2019-09-28 16:00:00+00:00,1,Won,Won
401112471,2019,5,regular,Syracuse,ACC,Holy Cross,MISSING,-40.0,-36.5,0,0,0.5495073,-38.0,2019-09-28 16:00:00+00:00,0,Won,Won
401110811,2019,5,regular,Vanderbilt,SEC,Northern Illinois,Mid-American,-7.0,-7.0,1,0,0.70563805,-6.0,2019-09-28 16:00:00+00:00,0,Lost,Won
401117213,2019,5,regular,Toledo,Mid-American,BYU,FBS Independents,2.5,-4.5,1,1,0.3830307,-7.0,2019-09-28 16:00:00+00:00,1,Won,Won
401119270,2019,5,regular,Miami (OH),Mid-American,Buffalo,Mid-American,2.5,-9.5,1,1,0.43738747,-14.0,2019-09-28 16:00:00+00:00,1,Won,Won
401119271,2019,5,regular,Western Michigan,Mid-American,Central Michigan,Mid-American,-16.5,-15.0,0,1,0.36703682,-16.0,2019-09-28 16:00:00+00:00,0,Won,Lost
401112117,2019,5,regular,Oklahoma,Big 12,Texas Tech,Big 12,-27.0,-17.5,0,1,0.46745783,-39.0,2019-09-28 16:00:00+00:00,1,Lost,Won
401112193,2019,5,regular,Iowa,Big Ten,Middle Tennessee,Conference USA,-23.5,-18.5,0,0,0.6450679,-45.0,2019-09-28 16:00:00+00:00,1,Lost,Lost
401112247,2019,5,regular,Wisconsin,Big Ten,Northwestern,Big Ten,-23.5,-14.0,0,0,0.6701161,-9.0,2019-09-28 16:00:00+00:00,0,Won,Won
401112100,2019,5,regular,TCU,Big 12,Kansas,Big 12,-15.0,-10.0,0,0,0.58365107,-37.0,2019-09-28 16:00:00+00:00,1,Lost,Lost
401112470,2019,5,regular,Pittsburgh,ACC,Delaware,MISSING,-28.5,-40.0,1,1,0.49771518,-3.0,2019-09-28 16:30:00+00:00,0,Lost,Lost
401112469,2019,5,regular,Temple,American Athletic,Georgia Tech,ACC,-9.5,5.0,0,1,0.45609158,-22.0,2019-09-28 19:30:00+00:00,1,Lost,Won
401112466,2019,5,regular,Boston College,ACC,Wake Forest,ACC,4.5,11.5,0,0,0.5098816,3.0,2019-09-28 19:30:00+00:00,1,Lost,Lost
401114267,2019,5,regular,Charlotte,Conference USA,Florida Atlantic,Conference USA,1.0,0.0,1,1,0.33756232,18.0,2019-09-28 19:30:00+00:00,0,Lost,Lost
401112161,2019,5,regular,Michigan State,Big Ten,Indiana,Big Ten,-14.0,-9.5,0,0,0.6135125,-9.0,2019-09-28 19:30:00+00:00,0,Won,Won
401114221,2019,5,regular,Washington,Pac-12,USC,Pac-12,-11.0,-2.5,0,0,0.7131015,-14.0,2019-09-28 19:30:00+00:00,1,Lost,Lost
401112467,2019,5,regular,North Carolina,ACC,Clemson,ACC,27.5,11.0,1,0,0.50524235,1.0,2019-09-28 19:30:00+00:00,1,Won,Lost
401112076,2019,5,regular,Baylor,Big 12,Iowa State,Big 12,2.5,-7.0,1,0,0.50706923,-2.0,2019-09-28 19:30:00+00:00,1,Won,Lost
401112472,2019,5,regular,Notre Dame,FBS Independents,Virginia,ACC,-10.5,-10.5,1,0,0.5317561,-15.0,2019-09-28 19:30:00+00:00,1,Won,Lost
