game_id,season,week,season_type,home_team,home_conference,away_team,away_conference,pre_game_spread,predicted_spread,regression_spread_pred,classification_spread_pred,classification_confidence,actual_spread,start_date,spread_result,regression_spread_result,classification_spread_result
401119299,2019,12,regular,Akron,Mid-American,Eastern Michigan,Mid-American,17.0,2.0,1,0,0.60328096,28.0,2019-11-12 23:00:00+00:00,0,Lost,Won
401119300,2019,12,regular,Ohio,Mid-American,Western Michigan,Mid-American,-1.5,2.0,0,0,0.5934658,3.0,2019-11-12 23:30:00+00:00,0,Won,Won
401119302,2019,12,regular,Toledo,Mid-American,Northern Illinois,Mid-American,-2.0,-12.0,1,0,0.5332191,3.0,2019-11-14 01:00:00+00:00,0,Lost,Won
401119301,2019,12,regular,Miami (OH),Mid-American,Bowling Green,Mid-American,-17.0,-19.5,1,0,0.5686829,-41.0,2019-11-14 01:00:00+00:00,1,Won,Lost
401119303,2019,12,regular,Kent State,Mid-American,Buffalo,Mid-American,6.0,4.0,1,0,0.66357803,-3.0,2019-11-15 00:00:00+00:00,1,Won,Lost
401112507,2019,12,regular,Pittsburgh,ACC,North Carolina,ACC,-4.0,-2.0,0,0,0.6646239,-7.0,2019-11-15 01:00:00+00:00,1,Lost,Lost
401114309,2019,12,regular,Marshall,Conference USA,Louisiana Tech,Conference USA,-6.5,4.0,0,0,0.57259595,-21.0,2019-11-16 00:00:00+00:00,1,Lost,Lost
401117547,2019,12,regular,San Diego State,Mountain West,Fresno State,Mountain West,-2.0,3.5,0,0,0.7134261,-10.0,2019-11-16 02:30:00+00:00,1,Lost,Lost
401110852,2019,12,regular,Missouri,SEC,Florida,SEC,6.5,-1.5,1,0,0.56204224,17.0,2019-11-16 17:00:00+00:00,0,Lost,Won
401112510,2019,12,regular,Florida State,ACC,Alabama State,MISSING,-41.0,-45.0,1,1,0.32514906,-37.0,2019-11-16 17:00:00+00:00,0,Lost,Lost
401112244,2019,12,regular,Nebraska,Big Ten,Wisconsin,Big Ten,14.0,4.5,1,0,0.61707175,16.0,2019-11-16 17:00:00+00:00,0,Lost,Won
401112219,2019,12,regular,Michigan,Big Ten,Michigan State,Big Ten,-13.5,-18.5,1,1,0.3195637,-34.0,2019-11-16 17:00:00+00:00,1,Won,Won
401112105,2019,12,regular,Oklahoma State,Big 12,Kansas,Big 12,-17.5,-13.0,0,1,0.3924263,-18.0,2019-11-16 17:00:00+00:00,1,Lost,Won
401112250,2019,12,regular,Northwestern,Big Ten,UMass,FBS Independents,-39.5,-24.5,0,0,0.598596,-39.0,2019-11-16 17:00:00+00:00,0,Won,Won
401112133,2019,12,regular,Texas Tech,Big 12,TCU,Big 12,3.5,-1.0,1,0,0.5191475,2.0,2019-11-16 17:00:00+00:00,1,Won,Lost
401110851,2019,12,regular,Mississippi State,SEC,Alabama,SEC,19.0,15.5,1,0,0.72834677,31.0,2019-11-16 17:00:00+00:00,0,Lost,Won
401112166,2019,12,regular,Penn State,Big Ten,Indiana,Big Ten,-15.0,-12.5,0,0,0.5409221,-7.0,2019-11-16 17:00:00+00:00,0,Won,Won
401117905,2019,12,regular,Temple,American Athletic,Tulane,American Athletic,6.5,0.5,1,1,0.4385172,-8.0,2019-11-16 17:00:00+00:00,1,Won,Won
401114312,2019,12,regular,UAB,Conference USA,UTEP,Conference USA,-14.5,-19.0,1,1,0.3466246,-27.0,2019-11-16 18:00:00+00:00,1,Won,Won
401114338,2019,12,regular,Notre Dame,FBS Independents,Navy,American Athletic,-7.5,-22.5,1,1,0.28217095,-32.0,2019-11-16 19:30:00+00:00,1,Won,Won
401121970,2019,12,regular,Georgia Southern,Sun Belt,Louisiana Monroe,Sun Belt,-6.5,-8.5,1,1,0.37702036,-22.0,2019-11-16 20:00:00+00:00,1,Won,Won
401121972,2019,12,regular,Texas State,Sun Belt,Troy,Sun Belt,7.0,8.5,0,0,0.7744685,36.0,2019-11-16 20:00:00+00:00,0,Won,Won
401121969,2019,12,regular,Arkansas State,Sun Belt,Coastal Carolina,Sun Belt,-14.0,-1.5,0,1,0.33596087,-1.0,2019-11-16 20:00:00+00:00,0,Won,Lost
401110854,2019,12,regular,Vanderbilt,SEC,Kentucky,SEC,9.5,0.5,1,1,0.44407022,24.0,2019-11-16 20:30:00+00:00,0,Lost,Lost
401117904,2019,12,regular,Houston,American Athletic,Memphis,American Athletic,9.5,7.5,1,0,0.7363721,18.0,2019-11-16 20:30:00+00:00,0,Lost,Won
401112093,2019,12,regular,Iowa State,Big 12,Texas,Big 12,-7.0,4.0,0,0,0.5367965,-2.0,2019-11-16 20:30:00+00:00,0,Won,Won
401112511,2019,12,regular,Georgia Tech,ACC,Virginia Tech,ACC,6.0,6.0,1,1,0.48395795,45.0,2019-11-16 20:30:00+00:00,0,Lost,Lost
401112508,2019,12,regular,Clemson,ACC,Wake Forest,ACC,-34.5,-21.5,0,0,0.50056815,-49.0,2019-11-16 20:30:00+00:00,1,Lost,Lost
401112255,2019,12,regular,Rutgers,Big Ten,Ohio State,Big Ten,52.0,37.0,1,1,0.39198983,35.0,2019-11-16 20:30:00+00:00,1,Won,Won
401112112,2019,12,regular,Kansas State,Big 12,West Virginia,Big 12,-14.0,-10.5,0,0,0.5202608,4.0,2019-11-16 20:30:00+00:00,0,Won,Won
