game_id,season,week,season_type,home_team,home_conference,away_team,away_conference,pre_game_spread,predicted_spread,actual_spread,spread_pick,straight_pick,spread_result,straight_result
401112127,2019,10,regular,Oklahoma State,Big 12,TCU,Big 12,-1.5,-1.0,-7.0,TCU,Oklahoma State,Lost,Won
401112496,2019,10,regular,Clemson,ACC,Wofford,MISSING,-48.5,-42.0,-45.0,Wofford,Clemson,Won,Won
401114227,2019,10,regular,Washington,Pac-12,Utah,Pac-12,3.0,-0.5,5.0,Washington,Washington,Lost,Lost
401112498,2019,10,regular,Georgia Tech,ACC,Pittsburgh,ACC,9.5,9.5,10.0,Georgia Tech,Pittsburgh,Lost,Won
401117898,2019,10,regular,Tulane,American Athletic,Tulsa,American Athletic,-10.0,-5.5,-12.0,Tulsa,Tulane,Lost,Won
401110836,2019,10,regular,Arkansas,SEC,Mississippi State,SEC,7.0,28.0,30.0,Mississippi State,Mississippi State,Won,Won
401114301,2019,10,regular,Western Kentucky,Conference USA,Florida Atlantic,Conference USA,1.0,3.5,11.0,Florida Atlantic,Florida Atlantic,Won,Won
401114171,2019,10,regular,Arizona,Pac-12,Oregon State,Pac-12,-4.5,2.0,18.0,Oregon State,Oregon State,Won,Won
401121963,2019,10,regular,Louisiana,Sun Belt,Texas State,Sun Belt,-23.0,-20.0,-28.0,Texas State,Louisiana,Lost,Won
401110840,2019,10,regular,Tennessee,SEC,UAB,Conference USA,-13.5,-30.0,-23.0,Tennessee,Tennessee,Won,Won
401110837,2019,10,regular,Auburn,SEC,Ole Miss,SEC,-17.5,-8.0,-6.0,Ole Miss,Auburn,Won,Won
401117896,2019,10,regular,East Carolina,American Athletic,Cincinnati,American Athletic,24.5,7.5,3.0,East Carolina,Cincinnati,Won,Won
401112165,2019,10,regular,Indiana,Big Ten,Northwestern,Big Ten,-8.0,-15.0,-31.0,Indiana,Indiana,Won,Won
401117897,2019,10,regular,Memphis,American Athletic,SMU,American Athletic,-6.5,9.5,-6.0,SMU,SMU,Won,Lost
401110839,2019,10,regular,South Carolina,SEC,Vanderbilt,SEC,-15.0,-9.5,-17.0,Vanderbilt,South Carolina,Lost,Won
401112499,2019,10,regular,North Carolina,ACC,Virginia,ACC,-1.0,3.0,7.0,Virginia,Virginia,Won,Won
401114198,2019,10,regular,USC,Pac-12,Oregon,Pac-12,3.5,10.0,32.0,Oregon,Oregon,Won,Won
401114189,2019,10,regular,UCLA,Pac-12,Colorado,Pac-12,-6.5,-15.0,-17.0,UCLA,UCLA,Won,Won
401117216,2019,10,regular,Utah State,Mountain West,BYU,FBS Independents,-3.0,4.0,28.0,BYU,BYU,Won,Won
401117535,2019,10,regular,San José State,Mountain West,Boise State,Mountain West,16.5,21.0,10.0,Boise State,Boise State,Lost,Won
401117536,2019,10,regular,Nevada,Mountain West,New Mexico,Mountain West,-3.5,2.0,-11.0,New Mexico,New Mexico,Lost,Lost
401117537,2019,10,regular,Hawai'i,Mountain West,Fresno State,Mountain West,-2.0,3.5,3.0,Fresno State,Fresno State,Won,Won
