game_id,season,week,season_type,home_team,home_conference,away_team,away_conference,pre_game_spread,predicted_spread,actual_spread,spread_pick,straight_pick,spread_result,straight_result
401121960,2019,10,regular,Appalachian State,Sun Belt,Georgia Southern,Sun Belt,-13.5,-4.0,3.0,Georgia Southern,Appalachian State,Won,Lost
401112080,2019,10,regular,Baylor,Big 12,West Virginia,Big 12,-18.0,-4.0,-3.0,West Virginia,Baylor,Won,Won
401117894,2019,10,regular,Connecticut,American Athletic,Navy,American Athletic,26.5,20.5,46.0,Connecticut,Navy,Lost,Won
401112495,2019,10,regular,Syracuse,ACC,Boston College,ACC,-3.0,1.5,31.0,Boston College,Boston College,Won,Won
401112500,2019,10,regular,Wake Forest,ACC,NC State,ACC,-8.0,-16.0,-34.0,Wake Forest,Wake Forest,Won,Won
401114300,2019,10,regular,Florida International,Conference USA,Old Dominion,Conference USA,-17.5,-6.5,-7.0,Old Dominion,Florida International,Won,Won
401117895,2019,10,regular,UCF,American Athletic,Houston,American Athletic,-21.5,-8.5,-15.0,Houston,UCF,Won,Won
401114352,2019,10,regular,UMass,FBS Independents,Liberty,FBS Independents,24.0,27.5,42.0,Liberty,Liberty,Won,Won
401119294,2019,10,regular,Eastern Michigan,Mid-American,Buffalo,Mid-American,1.5,5.5,29.0,Buffalo,Buffalo,Won,Won
401112208,2019,10,regular,Maryland,Big Ten,Michigan,Big Ten,21.5,38.5,31.0,Michigan,Michigan,Won,Won
401112243,2019,10,regular,Purdue,Big Ten,Nebraska,Big Ten,4.0,3.5,-4.0,Purdue,Nebraska,Won,Lost
401119295,2019,10,regular,Central Michigan,Mid-American,Northern Illinois,Mid-American,1.5,-2.5,-38.0,Central Michigan,Central Michigan,Won,Won
401110841,2019,10,regular,Texas A&M,SEC,UT San Antonio,Conference USA,-37.5,-30.5,-31.0,UT San Antonio,Texas A&M,Won,Won
401119293,2019,10,regular,Bowling Green,Mid-American,Akron,Mid-American,-4.0,4.5,-29.0,Akron,Akron,Lost,Lost
401112501,2019,10,regular,Notre Dame,FBS Independents,Virginia Tech,ACC,-17.5,-5.5,-1.0,Virginia Tech,Notre Dame,Won,Won
401121962,2019,10,regular,Coastal Carolina,Sun Belt,Troy,Sun Belt,2.0,0.0,-1.0,Coastal Carolina,Troy,Won,Lost
401110838,2019,10,regular,Florida,SEC,Georgia,SEC,6.5,3.5,7.0,Florida,Georgia,Lost,Won
401112153,2019,10,regular,Illinois,Big Ten,Rutgers,Big Ten,-18.5,-13.5,-28.0,Rutgers,Illinois,Lost,Won
401121961,2019,10,regular,Louisiana Monroe,Sun Belt,Arkansas State,Sun Belt,1.0,2.5,7.0,Arkansas State,Arkansas State,Won,Won
401117538,2019,10,regular,Colorado State,Mountain West,UNLV,Mountain West,-7.5,-15.5,-20.0,Colorado State,Colorado State,Won,Won
401112104,2019,10,regular,Kansas,Big 12,Kansas State,Big 12,5.0,17.0,28.0,Kansas State,Kansas State,Won,Won
401112497,2019,10,regular,Florida State,ACC,Miami,ACC,-3.0,1.0,17.0,Miami,Miami,Won,Won
401114302,2019,10,regular,Rice,Conference USA,Marshall,Conference USA,11.5,11.5,13.0,Rice,Marshall,Lost,Won
401114299,2019,10,regular,Charlotte,Conference USA,Middle Tennessee,Conference USA,3.5,9.0,-14.0,Middle Tennessee,Middle Tennessee,Lost,Lost
401114303,2019,10,regular,North Texas,Conference USA,UTEP,Conference USA,-22.5,-25.5,-26.0,North Texas,North Texas,Won,Won
401114331,2019,10,regular,Air Force,Mountain West,Army,FBS Independents,-17.0,-1.5,-4.0,Army,Air Force,Won,Won
