game_id,season,week,season_type,home_team,home_conference,away_team,away_conference,pre_game_spread,predicted_spread,actual_spread,spread_pick,straight_pick,spread_result,straight_result
401121953,2019,8,regular,Troy,Sun Belt,South Alabama,Sun Belt,-17.5,-16.0,-24.0,South Alabama,Troy,Lost,Won
401121954,2019,8,regular,Arkansas State,Sun Belt,Louisiana,Sun Belt,6.0,8.5,17.0,Louisiana,Louisiana,Won,Won
401114210,2019,8,regular,Stanford,Pac-12,UCLA,Pac-12,-4.5,-6.0,18.0,Stanford,Stanford,Lost,Lost
401114288,2019,8,regular,Florida Atlantic,Conference USA,Marshall,Conference USA,-4.0,3.0,5.0,Marshall,Marshall,Won,Won
401112483,2019,8,regular,Syracuse,ACC,Pittsburgh,ACC,3.5,7.0,7.0,Pittsburgh,Pittsburgh,Won,Won
401112248,2019,8,regular,Northwestern,Big Ten,Ohio State,Big Ten,27.0,35.5,49.0,Ohio State,Ohio State,Won,Won
401117528,2019,8,regular,Fresno State,Mountain West,UNLV,Mountain West,-15.5,-11.5,-29.0,UNLV,Fresno State,Lost,Won
401112484,2019,8,regular,Boston College,ACC,NC State,ACC,4.0,8.0,-21.0,NC State,NC State,Lost,Lost
401112119,2019,8,regular,Oklahoma,Big 12,West Virginia,Big 12,-32.0,-35.5,-38.0,Oklahoma,Oklahoma,Won,Won
401112090,2019,8,regular,Texas Tech,Big 12,Iowa State,Big 12,8.5,24.0,10.0,Iowa State,Iowa State,Won,Won
401112151,2019,8,regular,Illinois,Big Ten,Wisconsin,Big Ten,30.0,12.0,-1.0,Illinois,Wisconsin,Won,Lost
401112196,2019,8,regular,Iowa,Big Ten,Purdue,Big Ten,-18.0,-20.0,-6.0,Iowa,Iowa,Lost,Won
401110825,2019,8,regular,Arkansas,SEC,Auburn,SEC,19.5,33.5,41.0,Auburn,Auburn,Won,Won
401110829,2019,8,regular,South Carolina,SEC,Florida,SEC,3.5,5.0,11.0,Florida,Florida,Won,Won
401112488,2019,8,regular,Miami,ACC,Georgia Tech,ACC,-18.5,-5.0,7.0,Georgia Tech,Miami,Won,Lost
401117886,2019,8,regular,Connecticut,American Athletic,Houston,American Athletic,22.0,8.5,7.0,Connecticut,Houston,Won,Won
401119283,2019,8,regular,Ohio,Mid-American,Kent State,Mid-American,-8.0,-2.5,-7.0,Kent State,Ohio,Won,Won
401112485,2019,8,regular,Louisville,ACC,Clemson,ACC,24.5,22.5,35.0,Louisville,Clemson,Lost,Won
401119285,2019,8,regular,Ball State,Mid-American,Toledo,Mid-American,-3.0,6.5,-38.0,Toledo,Toledo,Lost,Lost
401119282,2019,8,regular,Bowling Green,Mid-American,Central Michigan,Mid-American,11.0,13.5,18.0,Central Michigan,Central Michigan,Won,Won
401114178,2019,8,regular,California,Pac-12,Oregon State,Pac-12,-10.5,0.5,4.0,Oregon State,Oregon State,Won,Won
401112109,2019,8,regular,Kansas State,Big 12,TCU,Big 12,4.0,3.5,-7.0,Kansas State,TCU,Won,Lost
401119284,2019,8,regular,Miami (OH),Mid-American,Northern Illinois,Mid-American,2.5,3.0,-3.0,Northern Illinois,Northern Illinois,Lost,Lost
401117526,2019,8,regular,Wyoming,Mountain West,New Mexico,Mountain West,-17.5,-11.0,-13.0,New Mexico,Wyoming,Won,Won
401121956,2019,8,regular,Georgia Southern,Sun Belt,Coastal Carolina,Sun Belt,-7.0,-2.0,-3.0,Coastal Carolina,Georgia Southern,Won,Won
401117887,2019,8,regular,SMU,American Athletic,Temple,American Athletic,-9.5,-10.5,-24.0,SMU,SMU,Won,Won
401112234,2019,8,regular,Rutgers,Big Ten,Minnesota,Big Ten,29.0,32.0,35.0,Minnesota,Minnesota,Won,Won
401119281,2019,8,regular,Akron,Mid-American,Buffalo,Mid-American,17.5,19.0,21.0,Buffalo,Buffalo,Won,Won
401112489,2019,8,regular,Virginia Tech,ACC,North Carolina,ACC,4.5,3.0,-2.0,Virginia Tech,North Carolina,Won,Lost
401114289,2019,8,regular,Louisiana Tech,Conference USA,Southern Mississippi,Conference USA,2.5,5.5,-15.0,Southern Mississippi,Southern Mississippi,Lost,Lost
401112163,2019,8,regular,Maryland,Big Ten,Indiana,Big Ten,6.5,9.0,6.0,Indiana,Indiana,Lost,Won
401112486,2019,8,regular,Virginia,ACC,Duke,ACC,-3.5,-8.5,-34.0,Virginia,Virginia,Won,Won
401117883,2019,8,regular,Navy,American Athletic,South Florida,American Athletic,-15.5,-25.0,-32.0,Navy,Navy,Won,Won
401110828,2019,8,regular,Mississippi State,SEC,LSU,SEC,19.0,11.0,23.0,Mississippi State,LSU,Lost,Won
401117885,2019,8,regular,Cincinnati,American Athletic,Tulsa,American Athletic,-16.0,-7.0,-11.0,Tulsa,Cincinnati,Won,Won
401114196,2019,8,regular,Washington,Pac-12,Oregon,Pac-12,3.0,1.5,4.0,Washington,Oregon,Lost,Won
401121955,2019,8,regular,Appalachian State,Sun Belt,Louisiana Monroe,Sun Belt,-15.5,-18.0,-45.0,Appalachian State,Appalachian State,Won,Won
401110830,2019,8,regular,Vanderbilt,SEC,Missouri,SEC,21.0,7.5,-7.0,Vanderbilt,Missouri,Won,Lost
401112079,2019,8,regular,Oklahoma State,Big 12,Baylor,Big 12,-6.0,-1.5,18.0,Baylor,Oklahoma State,Won,Lost
401114286,2019,8,regular,Western Kentucky,Conference USA,Charlotte,Conference USA,-10.0,-13.5,-16.0,Western Kentucky,Western Kentucky,Won,Won
401114291,2019,8,regular,UAB,Conference USA,Old Dominion,Conference USA,-16.5,-28.5,-24.0,UAB,UAB,Won,Won
401114290,2019,8,regular,North Texas,Conference USA,Middle Tennessee,Conference USA,-7.5,1.5,-3.0,Middle Tennessee,Middle Tennessee,Won,Lost
401114292,2019,8,regular,UT San Antonio,Conference USA,Rice,Conference USA,5.5,4.5,-4.0,UT San Antonio,Rice,Won,Lost
401114158,2019,8,regular,Utah,Pac-12,Arizona State,Pac-12,-15.0,-10.5,-18.0,Arizona State,Utah,Lost,Won
401110826,2019,8,regular,Georgia,SEC,Kentucky,SEC,-24.0,-15.5,-21.0,Kentucky,Georgia,Won,Won
401114287,2019,8,regular,Florida International,Conference USA,UTEP,Conference USA,-24.5,-23.5,-15.0,UTEP,Florida International,Won,Won
401117529,2019,8,regular,San José State,Mountain West,San Diego State,Mountain West,7.5,2.0,10.0,San José State,San Diego State,Lost,Won
401117884,2019,8,regular,UCF,American Athletic,East Carolina,American Athletic,-34.5,-33.5,-13.0,East Carolina,UCF,Won,Won
401117888,2019,8,regular,Memphis,American Athletic,Tulane,American Athletic,-2.0,3.0,-30.0,Tulane,Tulane,Lost,Lost
401112102,2019,8,regular,Texas,Big 12,Kansas,Big 12,-21.0,-8.0,-2.0,Kansas,Texas,Won,Won
401114329,2019,8,regular,Georgia State,Sun Belt,Army,FBS Independents,4.0,0.5,-7.0,Georgia State,Army,Won,Lost
401114187,2019,8,regular,Washington State,Pac-12,Colorado,Pac-12,-13.5,-32.5,-31.0,Washington State,Washington State,Won,Won
401119286,2019,8,regular,Eastern Michigan,Mid-American,Western Michigan,Mid-American,9.5,7.5,-7.0,Eastern Michigan,Western Michigan,Won,Lost
401112226,2019,8,regular,Penn State,Big Ten,Michigan,Big Ten,-7.5,-2.5,-7.0,Michigan,Penn State,Won,Won
401112487,2019,8,regular,Wake Forest,ACC,Florida State,ACC,3.0,1.0,-2.0,Wake Forest,Florida State,Won,Lost
401110827,2019,8,regular,Ole Miss,SEC,Texas A&M,SEC,6.0,4.5,7.0,Ole Miss,Texas A&M,Lost,Won
401110824,2019,8,regular,Alabama,SEC,Tennessee,SEC,-35.0,-20.0,-22.0,Tennessee,Alabama,Won,Won
401114169,2019,8,regular,USC,Pac-12,Arizona,Pac-12,-10.0,-14.0,-27.0,USC,USC,Won,Won
401117527,2019,8,regular,Utah State,Mountain West,Nevada,Mountain West,-21.5,-23.0,-26.0,Utah State,Utah State,Won,Won
401117215,2019,8,regular,BYU,FBS Independents,Boise State,Mountain West,7.0,11.5,-3.0,Boise State,Boise State,Lost,Lost
401117525,2019,8,regular,Hawai'i,Mountain West,Air Force,Mountain West,4.0,4.0,30.0,Hawai'i,Air Force,Lost,Won
