game_id,season,week,season_type,home_team,home_conference,away_team,away_conference,pre_game_spread,predicted_spread,actual_spread,spread_pick,straight_pick,spread_result,straight_result
401119297,2019,11,regular,Toledo,Mid-American,Kent State,Mid-American,-4.0,-3.0,-2.0,Kent State,Toledo,Won,Won
401119296,2019,11,regular,Western Michigan,Mid-American,Ball State,Mid-American,-6.5,0.5,-4.0,Ball State,Ball State,Won,Lost
401119298,2019,11,regular,Ohio,Mid-American,Miami (OH),Mid-American,-7.0,0.5,3.0,Miami (OH),Miami (OH),Won,Won
401121964,2019,11,regular,Coastal Carolina,Sun Belt,Louisiana,Sun Belt,14.0,23.0,41.0,Louisiana,Louisiana,Won,Won
401117899,2019,11,regular,South Florida,American Athletic,Temple,American Athletic,-1.0,7.5,10.0,Temple,Temple,Won,Won
401117900,2019,11,regular,Tulsa,American Athletic,UCF,American Athletic,16.5,10.0,-3.0,Tulsa,UCF,Won,Lost
401114205,2019,11,regular,Oregon State,Pac-12,Washington,Pac-12,10.5,13.0,12.0,Washington,Washington,Won,Won
401112502,2019,11,regular,Boston College,ACC,Florida State,ACC,-1.0,1.0,7.0,Florida State,Florida State,Won,Won
401112249,2019,11,regular,Northwestern,Big Ten,Purdue,Big Ten,-1.0,3.5,2.0,Purdue,Purdue,Won,Won
401110843,2019,11,regular,Arkansas,SEC,Western Kentucky,Conference USA,-1.0,-9.5,26.0,Arkansas,Arkansas,Lost,Lost
401117902,2019,11,regular,SMU,American Athletic,East Carolina,American Athletic,-22.0,-14.0,-8.0,East Carolina,SMU,Won,Won
401112209,2019,11,regular,Ohio State,Big Ten,Maryland,Big Ten,-42.5,-43.0,-59.0,Ohio State,Ohio State,Won,Won
401114332,2019,11,regular,Army,FBS Independents,UMass,FBS Independents,-34.5,-31.5,-56.0,UMass,Army,Lost,Won
401112142,2019,11,regular,West Virginia,Big 12,Texas Tech,Big 12,2.5,5.0,21.0,Texas Tech,Texas Tech,Won,Won
401110844,2019,11,regular,Florida,SEC,Vanderbilt,SEC,-27.0,-27.5,-56.0,Florida,Florida,Won,Won
401112081,2019,11,regular,TCU,Big 12,Baylor,Big 12,2.0,1.5,6.0,TCU,Baylor,Lost,Won
401112235,2019,11,regular,Minnesota,Big Ten,Penn State,Big Ten,6.5,7.0,-5.0,Penn State,Penn State,Lost,Lost
401112504,2019,11,regular,Virginia,ACC,Georgia Tech,ACC,-16.0,-5.5,-5.0,Georgia Tech,Virginia,Won,Won
401114307,2019,11,regular,Old Dominion,Conference USA,UT San Antonio,Conference USA,-3.0,-0.5,1.0,UT San Antonio,Old Dominion,Won,Lost
401117539,2019,11,regular,New Mexico,Mountain West,Air Force,Mountain West,21.0,38.5,0.0,Air Force,Air Force,Lost,Won
401121967,2019,11,regular,Texas State,Sun Belt,South Alabama,Sun Belt,-7.0,2.0,-2.0,South Alabama,South Alabama,Won,Lost
401114190,2019,11,regular,Colorado,Pac-12,Stanford,Pac-12,4.0,7.0,-3.0,Stanford,Stanford,Lost,Lost
401114304,2019,11,regular,UTEP,Conference USA,Charlotte,Conference USA,12.5,6.0,7.0,UTEP,Charlotte,Won,Won
401112506,2019,11,regular,Virginia Tech,ACC,Wake Forest,ACC,2.5,-1.0,-19.0,Virginia Tech,Virginia Tech,Won,Won
401110842,2019,11,regular,Alabama,SEC,LSU,SEC,-6.0,-1.0,5.0,LSU,Alabama,Won,Lost
401112505,2019,11,regular,Miami,ACC,Louisville,ACC,-6.5,-14.0,-25.0,Miami,Miami,Won,Won
401112111,2019,11,regular,Texas,Big 12,Kansas State,Big 12,-7.0,-4.5,-3.0,Kansas State,Texas,Won,Won
401114160,2019,11,regular,Arizona State,Pac-12,USC,Pac-12,4.0,7.0,5.0,USC,USC,Won,Won
401112154,2019,11,regular,Michigan State,Big Ten,Illinois,Big Ten,-16.0,-4.5,3.0,Illinois,Michigan State,Won,Lost
401121965,2019,11,regular,Troy,Sun Belt,Georgia Southern,Sun Belt,2.5,-0.0,-21.0,Troy,Georgia Southern,Won,Lost
401114308,2019,11,regular,Southern Mississippi,Conference USA,UAB,Conference USA,-7.5,-16.0,-35.0,Southern Mississippi,Southern Mississippi,Won,Won
401117901,2019,11,regular,Cincinnati,American Athletic,Connecticut,American Athletic,-34.0,-34.5,-45.0,Cincinnati,Cincinnati,Won,Won
401110847,2019,11,regular,Ole Miss,SEC,New Mexico State,FBS Independents,-28.5,-31.0,-38.0,Ole Miss,Ole Miss,Won,Won
401112198,2019,11,regular,Wisconsin,Big Ten,Iowa,Big Ten,-7.5,0.0,-2.0,Iowa,Iowa,Won,Lost
401114306,2019,11,regular,Louisiana Tech,Conference USA,North Texas,Conference USA,-5.5,-6.0,-35.0,Louisiana Tech,Louisiana Tech,Won,Won
401121966,2019,11,regular,Louisiana Monroe,Sun Belt,Georgia State,Sun Belt,2.5,4.5,-14.0,Georgia State,Georgia State,Lost,Lost
401114305,2019,11,regular,Florida Atlantic,Conference USA,Florida International,Conference USA,-11.5,-13.0,-30.0,Florida Atlantic,Florida Atlantic,Won,Won
401110845,2019,11,regular,Georgia,SEC,Missouri,SEC,-18.5,-23.0,-27.0,Georgia,Georgia,Won,Won
